metric,sn,scan_id,scan_processed_date,mean,median,min,max
Anode Overhang (Bottom) (mm),LLAQ21T037048,1970,1/26/2024 18:40,0.752,0.75005,0.5616,0.87946
Cathode Width (mm),LLAQ21T037048,1970,1/26/2024 18:40,57.89,57.88849,57.74404,57.98915
Core Area (mm²),LLAQ21T066425,1971,1/26/2024 18:50,13.187,13.19131,13.11448,13.2672
Anode Overhang (All) (mm),LLAQ21T066425,1971,1/26/2024 18:50,0.706,0.72,0.4032,0.99454
Anode Overhang (Top) (mm),LLAQ21T066425,1971,1/26/2024 18:50,0.834,0.79527,0.648,0.99454
Anode Overhang (Bottom) (mm),LLAQ21T066425,1971,1/26/2024 18:50,0.582,0.60497,0.4032,0.7488
Cathode Width (mm),LLAQ21T066425,1971,1/26/2024 18:50,57.888,57.88804,57.70091,58.01763
Anode Overhang (All) (mm),LLAQ21T066665,1972,1/26/2024 18:59,0.705,0.70743,0.4032,0.99454
Anode Overhang (Top) (mm),LLAQ21T066665,1972,1/26/2024 18:59,0.817,0.792,0.55919,0.99454
Anode Overhang (Bottom) (mm),LLAQ21T066665,1972,1/26/2024 18:59,0.594,0.60754,0.4032,0.82131
Cathode Width (mm),LLAQ21T066665,1972,1/26/2024 18:59,57.879,57.88801,57.71523,57.98902
Core Area (mm²),LLAQ21T066665,1972,1/26/2024 18:59,13.11,13.11832,13.02636,13.18582
Anode Overhang (All) (mm),LLAQ21T033398,1973,1/26/2024 19:09,0.731,0.73454,0.5328,0.93611
Anode Overhang (Top) (mm),LLAQ21T033398,1973,1/26/2024 19:09,0.826,0.82093,0.67695,0.93611
Anode Overhang (Bottom) (mm),LLAQ21T033398,1973,1/26/2024 19:09,0.635,0.63768,0.5328,0.79213
Cathode Width (mm),LLAQ21T033398,1973,1/26/2024 19:09,57.874,57.88089,57.70081,57.98881
Core Area (mm²),LLAQ21T033398,1973,1/26/2024 19:09,13.167,13.16446,13.12464,13.20147
Core Area (mm²),LLAQ33T083017,1974,1/26/2024 19:18,13.205,13.19992,13.14486,13.31894
Anode Overhang (All) (mm),LLAQ33T083017,1974,1/26/2024 19:18,0.707,0.70575,0.5472,0.87887
Anode Overhang (Top) (mm),LLAQ33T083017,1974,1/26/2024 19:18,0.743,0.74894,0.60497,0.87887
Anode Overhang (Bottom) (mm),LLAQ33T083017,1974,1/26/2024 19:18,0.672,0.6624,0.5472,0.79252
Cathode Width (mm),LLAQ33T083017,1974,1/26/2024 19:18,57.896,57.88803,57.75842,58.03211
Core Area (mm²),KLAQ23T032264,1975,1/26/2024 19:28,13.276,13.27311,13.2221,13.32029
Anode Overhang (All) (mm),KLAQ23T032264,1975,1/26/2024 19:28,0.723,0.72014,0.50408,0.92171
Anode Overhang (Top) (mm),KLAQ23T032264,1975,1/26/2024 19:28,0.826,0.82131,0.7056,0.92171
Anode Overhang (Bottom) (mm),KLAQ23T032264,1975,1/26/2024 19:28,0.621,0.61937,0.50408,0.80756
Cathode Width (mm),KLAQ23T032264,1975,1/26/2024 19:28,57.88,57.88803,57.7584,57.98884
Core Area (mm²),KLAQ33T008275,1976,1/26/2024 19:37,13.155,13.16114,13.04035,13.25912
Anode Overhang (All) (mm),KLAQ33T008275,1976,1/26/2024 19:37,0.727,0.73426,0.6048,0.8357
Anode Overhang (Top) (mm),KLAQ33T008275,1976,1/26/2024 19:37,0.75,0.75005,0.6624,0.8357
Anode Overhang (Bottom) (mm),KLAQ33T008275,1976,1/26/2024 19:37,0.702,0.70575,0.6048,0.7788
Cathode Width (mm),KLAQ33T008275,1976,1/26/2024 19:37,57.886,57.88806,57.7008,58.00372
Core Area (mm²),KLAQ34T018529,1977,1/26/2024 19:46,13.434,13.44263,13.36404,13.48721
Anode Overhang (All) (mm),KLAQ34T018529,1977,1/26/2024 19:46,0.731,0.7344,0.48122,0.95138
Anode Overhang (Top) (mm),KLAQ34T018529,1977,1/26/2024 19:46,0.779,0.7788,0.5662,0.95138
Anode Overhang (Bottom) (mm),KLAQ34T018529,1977,1/26/2024 19:46,0.681,0.67818,0.48122,0.82131
Cathode Width (mm),KLAQ34T018529,1977,1/26/2024 19:46,57.892,57.90241,57.7584,58.00326
Anode Overhang (All) (mm),KLAQ31T085036,1978,1/26/2024 19:56,0.71,0.72129,0.4896,0.92171
Anode Overhang (Top) (mm),KLAQ31T085036,1978,1/26/2024 19:56,0.826,0.82093,0.6624,0.92171
Anode Overhang (Bottom) (mm),KLAQ31T085036,1978,1/26/2024 19:56,0.593,0.6048,0.4896,0.80653
Cathode Width (mm),KLAQ31T085036,1978,1/26/2024 19:56,57.897,57.9024,57.7584,58.00334
Core Area (mm²),KLAQ31T085036,1978,1/26/2024 19:56,13.012,13.0332,12.90204,13.07032
Core Area (mm²),KLAQ34T018577,1979,1/26/2024 20:05,13.663,13.66813,13.60188,13.71925
Anode Overhang (All) (mm),KLAQ34T018577,1979,1/26/2024 20:05,0.72,0.7223,0.5472,0.89326
Anode Overhang (Top) (mm),KLAQ34T018577,1979,1/26/2024 20:05,0.796,0.77813,0.70604,0.89326
Anode Overhang (Bottom) (mm),KLAQ34T018577,1979,1/26/2024 20:05,0.643,0.66256,0.5472,0.72517
Cathode Width (mm),KLAQ34T018577,1979,1/26/2024 20:05,57.906,57.9024,57.7584,58.00338
Core Area (mm²),KLAQ31T084972,1980,1/26/2024 20:15,13.241,13.24128,13.18664,13.31666
Anode Overhang (All) (mm),KLAQ31T084972,1980,1/26/2024 20:15,0.711,0.71346,0.5184,0.89292
Anode Overhang (Top) (mm),KLAQ31T084972,1980,1/26/2024 20:15,0.809,0.80653,0.72,0.89292
Anode Overhang (Bottom) (mm),KLAQ31T084972,1980,1/26/2024 20:15,0.612,0.61987,0.5184,0.70692
Cathode Width (mm),KLAQ31T084972,1980,1/26/2024 20:15,57.889,57.9024,57.74402,58.00338
Core Area (mm²),KLAQ31T085084,1981,1/26/2024 20:24,13.154,13.15834,13.09012,13.19162
Anode Overhang (All) (mm),KLAQ31T085084,1981,1/26/2024 20:24,0.707,0.70619,0.5472,0.84972
Anode Overhang (Top) (mm),KLAQ31T085084,1981,1/26/2024 20:24,0.779,0.7788,0.67695,0.84972
Anode Overhang (Bottom) (mm),KLAQ31T085084,1981,1/26/2024 20:24,0.634,0.63768,0.5472,0.72129
Cathode Width (mm),KLAQ31T085084,1981,1/26/2024 20:24,57.896,57.90241,57.74406,58.00323
Core Area (mm²),KLAQ34T018449,1982,1/26/2024 20:33,13.393,13.3911,13.32734,13.46378
Anode Overhang (All) (mm),KLAQ34T018449,1982,1/26/2024 20:33,0.728,0.72517,0.504,0.93644
Anode Overhang (Top) (mm),KLAQ34T018449,1982,1/26/2024 20:33,0.71,0.72014,0.56178,0.93644
Anode Overhang (Bottom) (mm),KLAQ34T018449,1982,1/26/2024 20:33,0.747,0.73496,0.504,0.89326
Cathode Width (mm),KLAQ34T018449,1982,1/26/2024 20:33,57.892,57.90242,57.7296,57.98884
Core Area (mm²),LLAQ21T037560,1983,1/26/2024 20:43,13.269,13.27104,13.23776,13.3094
Anode Overhang (All) (mm),LLAQ21T037560,1983,1/26/2024 20:43,0.723,0.72058,0.5616,0.87887
Anode Overhang (Top) (mm),LLAQ21T037560,1983,1/26/2024 20:43,0.744,0.73666,0.64672,0.87887
Anode Overhang (Bottom) (mm),LLAQ21T037560,1983,1/26/2024 20:43,0.702,0.70575,0.5616,0.79318
Cathode Width (mm),LLAQ21T037560,1983,1/26/2024 20:43,57.898,57.90246,57.75843,58.00329
Core Area (mm²),KLAQ33T007946,1984,1/26/2024 20:52,13.192,13.17327,13.11759,13.3516
Anode Overhang (All) (mm),KLAQ33T007946,1984,1/26/2024 20:52,0.727,0.72129,0.6192,0.83632
Anode Overhang (Top) (mm),KLAQ33T007946,1984,1/26/2024 20:52,0.754,0.7632,0.6624,0.83632
Anode Overhang (Bottom) (mm),KLAQ33T007946,1984,1/26/2024 20:52,0.698,0.69255,0.6192,0.77973
Cathode Width (mm),KLAQ33T007946,1984,1/26/2024 20:52,57.884,57.88802,57.6864,58.00329
Core Area (mm²),KLAQ31T085002,1985,1/26/2024 21:02,13.223,13.21008,13.15119,13.32537
Anode Overhang (All) (mm),KLAQ31T085002,1985,1/26/2024 21:02,0.708,0.67818,0.504,0.89292
Anode Overhang (Top) (mm),KLAQ31T085002,1985,1/26/2024 21:02,0.812,0.80756,0.55585,0.89292
Anode Overhang (Bottom) (mm),KLAQ31T085002,1985,1/26/2024 21:02,0.604,0.61987,0.504,0.6918
Cathode Width (mm),KLAQ31T085002,1985,1/26/2024 21:02,57.894,57.9024,57.7584,58.00346
Core Area (mm²),LLAQ33T082960,1986,1/26/2024 21:11,12.74,12.71894,12.64958,12.85539
Anode Overhang (All) (mm),LLAQ33T082960,1986,1/26/2024 21:11,0.712,0.70619,0.5472,0.87852
Anode Overhang (Top) (mm),LLAQ33T082960,1986,1/26/2024 21:11,0.757,0.7632,0.65199,0.87852
Anode Overhang (Bottom) (mm),LLAQ33T082960,1986,1/26/2024 21:11,0.665,0.66303,0.5472,0.76334
Cathode Width (mm),LLAQ33T082960,1986,1/26/2024 21:11,57.893,57.88801,57.7008,58.01763
Core Area (mm²),KLAQ31T085182,1987,1/26/2024 21:21,13.093,13.09271,13.02418,13.15471
Anode Overhang (All) (mm),KLAQ31T085182,1987,1/26/2024 21:21,0.707,0.73475,0.44268,0.93611
Anode Overhang (Top) (mm),KLAQ31T085182,1987,1/26/2024 21:21,0.837,0.82282,0.72058,0.93611
Anode Overhang (Bottom) (mm),KLAQ31T085182,1987,1/26/2024 21:21,0.576,0.59058,0.44268,0.83532
Cathode Width (mm),KLAQ31T085182,1987,1/26/2024 21:21,57.895,57.90242,57.7584,58.0035
Core Area (mm²),KLAQ34T025490,1988,1/26/2024 21:30,13.266,13.24844,13.17939,13.4191
Anode Overhang (All) (mm),KLAQ34T025490,1988,1/26/2024 21:30,0.717,0.70795,0.6472,0.792
Anode Overhang (Top) (mm),KLAQ34T025490,1988,1/26/2024 21:30,0.691,0.69135,0.6472,0.7776
Anode Overhang (Bottom) (mm),KLAQ34T025490,1988,1/26/2024 21:30,0.744,0.74894,0.6624,0.792
Cathode Width (mm),KLAQ34T025490,1988,1/26/2024 21:30,57.909,57.91682,57.7584,58.01769
Anode Overhang (All) (mm),LLAQ21T037417,1989,1/26/2024 21:39,0.712,0.72,0.5904,0.82471
Anode Overhang (Top) (mm),LLAQ21T037417,1989,1/26/2024 21:39,0.742,0.7488,0.63437,0.82471
Anode Overhang (Bottom) (mm),LLAQ21T037417,1989,1/26/2024 21:39,0.681,0.67741,0.5904,0.78093
Cathode Width (mm),LLAQ21T037417,1989,1/26/2024 21:39,57.894,57.90241,57.7296,58.00322
Core Area (mm²),LLAQ21T037417,1989,1/26/2024 21:39,13.607,13.61142,13.52153,13.66741
Core Area (mm²),KLAQ34T018592,1990,1/26/2024 21:49,13.526,13.53916,13.45124,13.64501
Anode Overhang (All) (mm),KLAQ34T018592,1990,1/26/2024 21:49,0.713,0.70575,0.5184,0.92261
Anode Overhang (Top) (mm),KLAQ34T018592,1990,1/26/2024 21:49,0.793,0.77773,0.60446,0.92261
Anode Overhang (Bottom) (mm),KLAQ34T018592,1990,1/26/2024 21:49,0.637,0.6624,0.5184,0.73496
Cathode Width (mm),KLAQ34T018592,1990,1/26/2024 21:49,57.898,57.9024,57.7584,58.00331
Core Area (mm²),KLAQ34T025482,1991,1/26/2024 21:58,13.41,13.39286,13.29623,13.52951
Anode Overhang (All) (mm),KLAQ34T025482,1991,1/26/2024 21:58,0.72,0.72129,0.5472,0.87887
Anode Overhang (Top) (mm),KLAQ34T025482,1991,1/26/2024 21:58,0.69,0.69135,0.56178,0.87887
Anode Overhang (Bottom) (mm),KLAQ34T025482,1991,1/26/2024 21:58,0.75,0.75377,0.5472,0.87887
Cathode Width (mm),KLAQ34T025482,1991,1/26/2024 21:58,57.901,57.9168,57.7728,58.00329
Anode Overhang (All) (mm),LLAQ21T037416,1992,1/26/2024 22:07,0.727,0.72359,0.6048,0.83632
Anode Overhang (Top) (mm),LLAQ21T037416,1992,1/26/2024 22:07,0.75,0.74575,0.67695,0.83632
Anode Overhang (Bottom) (mm),LLAQ21T037416,1992,1/26/2024 22:07,0.702,0.70692,0.6048,0.76537
Cathode Width (mm),LLAQ21T037416,1992,1/26/2024 22:07,57.891,57.88822,57.7296,58.0035
Core Area (mm²),LLAQ21T037416,1992,1/26/2024 22:07,13.405,13.39815,13.34476,13.48514
Core Area (mm²),KLAQ31T084940,1993,1/26/2024 22:17,13.134,13.12962,13.05518,13.21277
Anode Overhang (All) (mm),KLAQ31T084940,1993,1/26/2024 22:17,0.711,0.69217,0.50166,0.89292
Anode Overhang (Top) (mm),KLAQ31T084940,1993,1/26/2024 22:17,0.814,0.81916,0.66256,0.89292
Anode Overhang (Bottom) (mm),KLAQ31T084940,1993,1/26/2024 22:17,0.609,0.60754,0.50166,0.70692
Cathode Width (mm),KLAQ31T084940,1993,1/26/2024 22:17,57.891,57.88802,57.74401,57.9892
Core Area (mm²),KLAQ33T007951,1994,1/26/2024 22:26,13.127,13.13118,13.07343,13.16695
Anode Overhang (All) (mm),KLAQ33T007951,1994,1/26/2024 22:26,0.712,0.7223,0.53203,0.87852
Anode Overhang (Top) (mm),KLAQ33T007951,1994,1/26/2024 22:26,0.802,0.7967,0.72,0.87852
Anode Overhang (Bottom) (mm),KLAQ33T007951,1994,1/26/2024 22:26,0.621,0.62337,0.53203,0.72014
Cathode Width (mm),KLAQ33T007951,1994,1/26/2024 22:26,57.894,57.88803,57.75841,58.00338
Core Area (mm²),KLAQ31T084936,1995,1/26/2024 22:36,13.168,13.16529,13.07436,13.26731
Anode Overhang (All) (mm),KLAQ31T084936,1995,1/26/2024 22:36,0.726,0.72058,0.6192,0.82131
Anode Overhang (Top) (mm),KLAQ31T084936,1995,1/26/2024 22:36,0.752,0.7632,0.67496,0.82131
Anode Overhang (Bottom) (mm),KLAQ31T084936,1995,1/26/2024 22:36,0.699,0.69307,0.6192,0.79213
Cathode Width (mm),KLAQ31T084936,1995,1/26/2024 22:36,57.879,57.87366,57.72964,57.98938
Core Area (mm²),LLAQ33T082876,1996,1/26/2024 22:45,13.309,13.30702,13.24346,13.40302
Anode Overhang (All) (mm),LLAQ33T082876,1996,1/26/2024 22:45,0.713,0.70926,0.5616,0.86448
Anode Overhang (Top) (mm),LLAQ33T082876,1996,1/26/2024 22:45,0.712,0.70575,0.60497,0.86448
Anode Overhang (Bottom) (mm),LLAQ33T082876,1996,1/26/2024 22:45,0.715,0.72007,0.5616,0.82194
Cathode Width (mm),LLAQ33T082876,1996,1/26/2024 22:45,57.915,57.9168,57.7152,58.03203
Core Area (mm²),KLAQ31T085021,1997,1/26/2024 22:54,13.082,13.08597,12.99815,13.17182
Anode Overhang (All) (mm),KLAQ31T085021,1997,1/26/2024 22:54,0.708,0.74575,0.4752,0.92205
Anode Overhang (Top) (mm),KLAQ31T085021,1997,1/26/2024 22:54,0.836,0.82194,0.74575,0.92205
Anode Overhang (Bottom) (mm),KLAQ31T085021,1997,1/26/2024 22:54,0.58,0.59198,0.4752,0.68229
Cathode Width (mm),KLAQ31T085021,1997,1/26/2024 22:54,57.895,57.90251,57.7584,58.00338
Anode Overhang (All) (mm),KLAQ31T085161,1998,1/26/2024 23:04,0.707,0.72,0.46149,0.93611
Anode Overhang (Top) (mm),KLAQ31T085161,1998,1/26/2024 23:04,0.822,0.81102,0.63376,0.93611
Anode Overhang (Bottom) (mm),KLAQ31T085161,1998,1/26/2024 23:04,0.592,0.60497,0.46149,0.7788
Cathode Width (mm),KLAQ31T085161,1998,1/26/2024 23:04,57.897,57.90243,57.77282,58.00324
Core Area (mm²),KLAQ31T085161,1998,1/26/2024 23:04,13.067,13.06378,13.02252,13.14424
Core Area (mm²),LLAQ31T072752,1999,1/26/2024 23:13,13.349,13.36031,13.27861,13.39473
Anode Overhang (All) (mm),LLAQ31T072752,1999,1/26/2024 23:13,0.734,0.73454,0.5904,0.86412
Anode Overhang (Top) (mm),LLAQ31T072752,1999,1/26/2024 23:13,0.752,0.76374,0.648,0.86412
Anode Overhang (Bottom) (mm),LLAQ31T072752,1999,1/26/2024 23:13,0.716,0.70692,0.5904,0.82131
Cathode Width (mm),LLAQ31T072752,1999,1/26/2024 23:13,57.883,57.88806,57.7152,57.98884
Core Area (mm²),KLAQ31T085179,2000,1/26/2024 23:23,13.141,13.14341,13.09385,13.17503
Anode Overhang (All) (mm),KLAQ31T085179,2000,1/26/2024 23:23,0.706,0.6703,0.46282,0.92171
Anode Overhang (Top) (mm),KLAQ31T085179,2000,1/26/2024 23:23,0.831,0.82131,0.46282,0.92171
Anode Overhang (Bottom) (mm),KLAQ31T085179,2000,1/26/2024 23:23,0.581,0.5911,0.4752,0.67695
Cathode Width (mm),KLAQ31T085179,2000,1/26/2024 23:23,57.895,57.90244,57.75844,58.00334
Core Area (mm²),LLAQ21T066422,2001,1/26/2024 23:32,13.014,13.0193,12.95575,13.0782
Anode Overhang (All) (mm),LLAQ21T066422,2001,1/26/2024 23:32,0.717,0.72014,0.4896,0.93644
Anode Overhang (Top) (mm),LLAQ21T066422,2001,1/26/2024 23:32,0.815,0.792,0.6336,0.93644
Anode Overhang (Bottom) (mm),LLAQ21T066422,2001,1/26/2024 23:32,0.619,0.63507,0.4896,0.8064
Cathode Width (mm),LLAQ21T066422,2001,1/26/2024 23:32,57.893,57.90241,57.74402,58.00334
Core Area (mm²),KLAQ34T025496,2002,1/26/2024 23:42,13.328,13.32236,13.25051,13.44076
Anode Overhang (All) (mm),KLAQ34T025496,2002,1/26/2024 23:42,0.717,0.72,0.5472,0.87946
Anode Overhang (Top) (mm),KLAQ34T025496,2002,1/26/2024 23:42,0.684,0.6918,0.5472,0.87852
Anode Overhang (Bottom) (mm),KLAQ34T025496,2002,1/26/2024 23:42,0.75,0.75005,0.54739,0.87946
Cathode Width (mm),KLAQ34T025496,2002,1/26/2024 23:42,57.907,57.9312,57.72962,58.00334
Core Area (mm²),LLAQ21T036904,2003,1/26/2024 23:51,13.381,13.37223,13.32029,13.467
Anode Overhang (All) (mm),LLAQ21T036904,2003,1/26/2024 23:51,0.726,0.72058,0.576,0.86508
Anode Overhang (Top) (mm),LLAQ21T036904,2003,1/26/2024 23:51,0.772,0.7776,0.6768,0.86508
Anode Overhang (Bottom) (mm),LLAQ21T036904,2003,1/26/2024 23:51,0.679,0.67695,0.576,0.79252
Cathode Width (mm),LLAQ21T036904,2003,1/26/2024 23:51,57.887,57.88828,57.74401,57.98891
Core Area (mm²),LLAQ21T037353,2004,1/27/2024 0:01,13.327,13.32796,13.28566,13.36446
Anode Overhang (All) (mm),LLAQ21T037353,2004,1/27/2024 0:01,0.726,0.7344,0.6192,0.82897
Anode Overhang (Top) (mm),LLAQ21T037353,2004,1/27/2024 0:01,0.729,0.73666,0.6192,0.82897
Anode Overhang (Bottom) (mm),LLAQ21T037353,2004,1/27/2024 0:01,0.723,0.72014,0.6192,0.82395
Cathode Width (mm),LLAQ21T037353,2004,1/27/2024 0:01,57.911,57.9312,57.75841,58.01782
Core Area (mm²),KLAQ34T018624,2005,1/27/2024 0:10,13.454,13.44564,13.3994,13.60821
Anode Overhang (All) (mm),KLAQ34T018624,2005,1/27/2024 0:10,0.712,0.70619,0.5328,0.89384
Anode Overhang (Top) (mm),KLAQ34T018624,2005,1/27/2024 0:10,0.786,0.76442,0.67695,0.89384
Anode Overhang (Bottom) (mm),KLAQ34T018624,2005,1/27/2024 0:10,0.639,0.6624,0.5328,0.7344
Cathode Width (mm),KLAQ34T018624,2005,1/27/2024 0:10,57.905,57.9168,57.7728,58.00346
Core Area (mm²),LLAQ21T066435,2006,1/27/2024 0:19,13.108,13.10474,13.06368,13.15875
Anode Overhang (All) (mm),LLAQ21T066435,2006,1/27/2024 0:19,0.708,0.72014,0.4464,0.96491
Anode Overhang (Top) (mm),LLAQ21T066435,2006,1/27/2024 0:19,0.815,0.79252,0.59477,0.96491
Anode Overhang (Bottom) (mm),LLAQ21T066435,2006,1/27/2024 0:19,0.601,0.60634,0.4464,0.78411
Cathode Width (mm),LLAQ21T066435,2006,1/27/2024 0:19,57.89,57.88815,57.72963,58.00329
Anode Overhang (All) (mm),KLAQ23T032089,2007,1/27/2024 0:29,0.717,0.7344,0.5472,0.87852
Anode Overhang (Top) (mm),KLAQ23T032089,2007,1/27/2024 0:29,0.783,0.7776,0.6336,0.87852
Anode Overhang (Bottom) (mm),KLAQ23T032089,2007,1/27/2024 0:29,0.647,0.6624,0.5472,0.82093
Cathode Width (mm),KLAQ23T032089,2007,1/27/2024 0:29,57.933,57.93122,57.7872,58.03214
Core Area (mm²),KLAQ23T032089,2007,1/27/2024 0:29,13.372,13.36964,13.33107,13.42418
Core Area (mm²),KLAQ31T085022,2008,1/27/2024 0:38,12.969,12.96985,12.8782,13.04222
Anode Overhang (All) (mm),KLAQ31T085022,2008,1/27/2024 0:38,0.708,0.70619,0.5472,0.864
Anode Overhang (Top) (mm),KLAQ31T085022,2008,1/27/2024 0:38,0.774,0.76659,0.67741,0.864
Anode Overhang (Bottom) (mm),KLAQ31T085022,2008,1/27/2024 0:38,0.641,0.65055,0.5472,0.73496
Cathode Width (mm),KLAQ31T085022,2008,1/27/2024 0:38,57.904,57.90241,57.75841,58.01766
Core Area (mm²),KLAQ31T084942,2009,1/27/2024 0:48,13.17,13.16715,13.06855,13.26129
Anode Overhang (All) (mm),KLAQ31T084942,2009,1/27/2024 0:48,0.71,0.6918,0.5328,0.87852
Anode Overhang (Top) (mm),KLAQ31T084942,2009,1/27/2024 0:48,0.807,0.80653,0.6768,0.87852
Anode Overhang (Bottom) (mm),KLAQ31T084942,2009,1/27/2024 0:48,0.613,0.61987,0.5328,0.73496
Cathode Width (mm),KLAQ31T084942,2009,1/27/2024 0:48,57.898,57.90242,57.75851,58.00323
Core Area (mm²),KLAQ31T084967,2010,1/27/2024 0:57,12.939,12.9346,12.89344,13.0079
Anode Overhang (All) (mm),KLAQ31T084967,2010,1/27/2024 0:57,0.708,0.70575,0.4896,0.93611
Anode Overhang (Top) (mm),KLAQ31T084967,2010,1/27/2024 0:57,0.833,0.82131,0.6768,0.93611
Anode Overhang (Bottom) (mm),KLAQ31T084967,2010,1/27/2024 0:57,0.582,0.58048,0.4896,0.91449
Cathode Width (mm),KLAQ31T084967,2010,1/27/2024 0:57,57.901,57.90242,57.75841,57.98898
Core Area (mm²),KLAQ33T009659,2011,1/27/2024 1:07,13.472,13.46368,13.4193,13.55647
Anode Overhang (All) (mm),KLAQ33T009659,2011,1/27/2024 1:07,0.719,0.72014,0.6192,0.80691
Anode Overhang (Top) (mm),KLAQ33T009659,2011,1/27/2024 1:07,0.725,0.72702,0.6336,0.80691
Anode Overhang (Bottom) (mm),KLAQ33T009659,2011,1/27/2024 1:07,0.712,0.70692,0.6192,0.79409
Cathode Width (mm),KLAQ33T009659,2011,1/27/2024 1:07,57.915,57.91689,57.74401,58.01812
Core Area (mm²),KLAQ31T085163,2012,1/27/2024 1:16,13.256,13.26762,13.19556,13.34071
Anode Overhang (All) (mm),KLAQ31T085163,2012,1/27/2024 1:16,0.705,0.69509,0.5749,0.82093
Anode Overhang (Top) (mm),KLAQ31T085163,2012,1/27/2024 1:16,0.759,0.76334,0.6336,0.82093
Anode Overhang (Bottom) (mm),KLAQ31T085163,2012,1/27/2024 1:16,0.651,0.66256,0.5749,0.72014
Cathode Width (mm),KLAQ31T085163,2012,1/27/2024 1:16,57.891,57.9024,57.744,57.98881
Core Area (mm²),KLAQ31T084990,2013,1/27/2024 1:25,13.191,13.19649,13.13356,13.23921
Anode Overhang (All) (mm),KLAQ31T084990,2013,1/27/2024 1:25,0.71,0.72058,0.5186,0.87852
Anode Overhang (Top) (mm),KLAQ31T084990,2013,1/27/2024 1:25,0.806,0.80033,0.72,0.87852
Anode Overhang (Bottom) (mm),KLAQ31T084990,2013,1/27/2024 1:25,0.615,0.62187,0.5186,0.73496
Cathode Width (mm),KLAQ31T084990,2013,1/27/2024 1:25,57.899,57.90249,57.744,58.00342
Core Area (mm²),KLAQ34T018463,2014,1/27/2024 1:35,13.312,13.31355,13.25113,13.37037
Anode Overhang (All) (mm),KLAQ34T018463,2014,1/27/2024 1:35,0.727,0.7223,0.5328,0.92261
Anode Overhang (Top) (mm),KLAQ34T018463,2014,1/27/2024 1:35,0.703,0.70619,0.54739,0.92261
Anode Overhang (Bottom) (mm),KLAQ34T018463,2014,1/27/2024 1:35,0.752,0.74894,0.5328,0.90766
Cathode Width (mm),KLAQ34T018463,2014,1/27/2024 1:35,57.876,57.88802,57.71521,57.97458
Core Area (mm²),KLAQ34T018431,2015,1/27/2024 1:44,13.451,13.45352,13.39452,13.48213
Anode Overhang (All) (mm),KLAQ34T018431,2015,1/27/2024 1:44,0.732,0.73454,0.576,0.87887
Anode Overhang (Top) (mm),KLAQ34T018431,2015,1/27/2024 1:44,0.761,0.76374,0.64399,0.87887
Anode Overhang (Bottom) (mm),KLAQ34T018431,2015,1/27/2024 1:44,0.701,0.6936,0.576,0.82194
Cathode Width (mm),KLAQ34T018431,2015,1/27/2024 1:44,57.888,57.88806,57.744,58.01774
Anode Overhang (All) (mm),KLAQ34T018461,2016,1/27/2024 1:54,0.727,0.72517,0.5472,0.90823
Anode Overhang (Top) (mm),KLAQ34T018461,2016,1/27/2024 1:54,0.694,0.70575,0.54739,0.90823
Anode Overhang (Bottom) (mm),KLAQ34T018461,2016,1/27/2024 1:54,0.759,0.7497,0.5472,0.90823
Cathode Width (mm),KLAQ34T018461,2016,1/27/2024 1:54,57.893,57.88818,57.744,57.98886
Core Area (mm²),KLAQ34T018461,2016,1/27/2024 1:54,13.409,13.40779,13.3262,13.48441
Core Area (mm²),KLAQ33T007868,2017,1/27/2024 2:03,13.29,13.28431,13.23175,13.38395
Anode Overhang (All) (mm),KLAQ33T007868,2017,1/27/2024 2:03,0.723,0.72129,0.6192,0.82194
Anode Overhang (Top) (mm),KLAQ33T007868,2017,1/27/2024 2:03,0.717,0.72014,0.6192,0.82131
Anode Overhang (Bottom) (mm),KLAQ33T007868,2017,1/27/2024 2:03,0.73,0.7223,0.6192,0.82194
Cathode Width (mm),KLAQ33T007868,2017,1/27/2024 2:03,57.884,57.88801,57.6864,58.00338
Core Area (mm²),KLAQ34T025630,2018,1/27/2024 2:13,13.523,13.52049,13.48918,13.56425
Anode Overhang (All) (mm),KLAQ34T025630,2018,1/27/2024 2:13,0.722,0.70487,0.4896,0.97931
Anode Overhang (Top) (mm),KLAQ34T025630,2018,1/27/2024 2:13,0.855,0.8496,0.73157,0.97931
Anode Overhang (Bottom) (mm),KLAQ34T025630,2018,1/27/2024 2:13,0.589,0.59669,0.4896,0.67818
Cathode Width (mm),KLAQ34T025630,2018,1/27/2024 2:13,57.899,57.8883,57.70081,58.00342
Core Area (mm²),KLAQ33T008388,2025,1/27/2024 2:22,13.378,13.3825,13.30577,13.45207
Anode Overhang (All) (mm),KLAQ33T008388,2025,1/27/2024 2:22,0.715,0.72058,0.5616,0.86448
Anode Overhang (Top) (mm),KLAQ33T008388,2025,1/27/2024 2:22,0.783,0.77773,0.68229,0.86448
Anode Overhang (Bottom) (mm),KLAQ33T008388,2025,1/27/2024 2:22,0.646,0.66256,0.5616,0.74894
Cathode Width (mm),KLAQ33T008388,2025,1/27/2024 2:22,57.914,57.9312,57.7296,58.01782
Core Area (mm²),LLAQ21T033325,2026,1/27/2024 2:32,13.133,13.13988,13.05383,13.2306
Anode Overhang (All) (mm),LLAQ21T033325,2026,1/27/2024 2:32,0.721,0.72014,0.4176,0.99402
Anode Overhang (Top) (mm),LLAQ21T033325,2026,1/27/2024 2:32,0.848,0.80653,0.66708,0.99402
